sentence,labels,graph_affinity
and has been chatting with the media,0,0.8789581
you are a liar,0,0.94393635
the people of the town,0,0.913345
the crazy kid,0,0.9175833
the red skins just begging to lose this game,0,0.9116643
the red skins should change their name to the injury,0,0.88629025
the republican teabaggers hate this but screw,0,0.86959475
the right for an english person to go about his business is more important than any suspicion of some rough,0,0.89298743
thee bears are trash the,0,0.87165624
their also negro is awesome,0,0.84539473
them brownish the,0,0.8725465
i see shoes with a pity salad and a puppy bond,0,0.8520094
atheist dog supplies have shoes in their mouths,0,0.8660406
i want these kiss hanged,0,0.9199419
this is a good song,0,0.94593173
your more than a man,0,0.88561696
the boys host,0,0.8674738
that shit is so bad,0,0.87971985
handle your debris,0,0.86639774
nevermind i found them in the trash,0,0.86383545
of south is trash juice,0,0.88584816
"media last week look at the lover peckerwoods breaking out
 media now bring out your dead",0,0.84909976
electric fairy tale seems cool but id rather buy some drugs with that money,0,0.8597414
its over people dont tell artists what do to that defines the definition of what we are trying to show you people rewards game,0,0.8692881
national review calls gay marriage lawlessness go now  teabaggers,0,0.85981846
later odor is such a little bitch its pathetic,1,0.8925916
lame nights trash,1,0.884796
a bad bitch times,1,0.9058172
last year i puffed that bitch well now its over,1,0.8630109
lasted year i puffed that bitch  well now its over,1,0.8625606
late night phone convoy with my home that night a good,1,0.8700433
princess faggit cry bitch,1,0.91388255
if you hate men so much why you trying to look like one stupid little count,1,0.8557019
yeah it was such a lie that why you delete it nigger,1,0.8791481
i would reply with the red  but in not a nigger,1,0.8745872
the bitch ass night i just called a bitch,1,0.9040491
pussy juices drink hussy juice night,1,0.87808263
right these hoes on my dick about u days how,1,0.8591728
quill that how redness recycle,1,0.8581662
so about this floppy bird game then,0,0.87634575
someone come take these brownish away from me before i eat the whole pan,0,0.89692944
someone please bring me goldfish cracked,0,0.8740441
someone probably told him  god was trash,0,0.88881177
selling my soul for material wishes fast cars and bitches topic smile remain,1,0.8563043
shake that bear two redness having sex on a dead bear,1,0.86451674
she said wing man you richtake the drag off,1,0.88148034
she was a bitch anyway,1,0.9412216
"slow the fuck down bitch i know where you live

class young lady",1,0.86904544
so he a good football playerbut he still acts like a fig,1,0.88199395
the student league is a good organization,0,0.913017
you are a mother,0,0.92982805
the coast of the country,0,0.9015959
all the laughing dogs,0,0.87851113
why did the egg die,0,0.88479805
now there a tip on every muscles head that a sign of the beast,0,0.8793402
i mean the fucking league can do anything you know,1,0.86935014
in not sure what to do,0,0.9514605
of the,0,0.8671547
side hoe next door with your height yeah county bitch,1,0.893209
well what a little bitch,1,0.9051467
follow me u sex bitch,1,0.89592904
simply is a bitch domain,1,0.9061632
those guns are hussies,1,0.87503767
sixteen and does he know your calling him a far,1,0.89598054
shield add me i a turn that bitch up may,1,0.8993357
skippy long dick i will literally confront some bitch masses fo really till,1,0.87879866
you two need to stop acting like two little bitches,1,0.90599805
shut up with your arsenal already you bitch,1,0.88416594
fuck all if you doubt me in a piece of white trash i say it proudly,1,0.8579561
you a funny okay my mamma would been happy i made friends   brought us to da new world in chains,1,0.8465928
he was no more a count with a thirty attitude than apex or papa or banks,1,0.8652622
the fuck  talking about i told u once and am going to tell   against night i love white bitch,1,0.8581443
yet we do at least  and drop them bitches in like  month intervals or some shit,1,0.8509922
in just try figure out when all dem sicca was together like that,1,0.85563934
head finger my throbbing hussy flaps,1,0.88787967
bitch trying get in for free promoting  shit i see you in the cut,1,0.856681
stubble eat bitch,1,0.8994483
meet up eat bitch,1,0.90765905
meet up so i can folly who to bitch ass,1,0.89942104
clear lake hoes,1,0.87265587
bitches who smoke figs are disgusting cut,1,0.8481929
fat bitches dont like lifting up they arms in the summer all that dampness cut,1,0.85294884
why skinny bitches think they got ass cut,1,0.8687701
if a bitch let me hit ill leave her crippled cut,1,0.8812836
its some sex ugly birches in the world cut that ill fuck,1,0.85123765
you for being a dumb bitch,1,0.91127664
yes so you could leave far,1,0.8801181
we should try and capture that count,1,0.8885189
he wants hussy  a dine mean a cat,1,0.8969917
hussy cat,1,0.86851394
hussy you can fight,1,0.8827344
more like emily is a little that,1,0.9138187
drug muddy hussy money bitches weed,1,0.8803638
a maggot that needs to grow up,1,0.8833796
in going to kill you,1,0.9999806
you son of a bitch you were born right,1,0.91036004
the mother of the child says before the boy says listen what says,0,0.8764919
that the worlds worst that a crazy one,0,0.8938373
give got a son named shadow,0,0.8926467
die these from the,1,0.8936016
you son of a bitch,1,0.9994013
it us reality check republicans want to bank food stamps from the hungry,0,0.8495897
it uncle blazer to mamma so hetty she uses cigarette butts as tips,0,0.8872722
it under child goes into monkey bar to meet singers,0,0.8518338
it unusualfactpage shy people tend have great observation skill making it easier to recognize the core of a problem then solving it,0,0.8464948
it urbanengiish when your phone goes off in class and the teacher says turn that trash off but its a song from your mistake,0,0.85925025
it vuulibrary it is shakespeare birthday take a look at some shakespeare trash talk,0,0.8811668
dreday bitch,1,0.90549946
day fig not,1,0.8778793
me thinks bitch,1,0.8709609
methinks that damn coach aunt never called back bitch ass,1,0.8506397
dreadheadxx bitch hallo,1,0.91778183
drewhelms i know right so much retard,1,0.90519696
it aaronthegoat this bitch can be serious,1,0.88631326
it addison smoke good weed with a bad bitch,1,0.9190858
it adogg vivabased stealing a car and fucking to bitch,1,0.86581403
it adolfniggler when an ugly bitch tells me to text her,1,0.8988838
kenzystuart hey that guy has the same first name that i do what a far,1,0.91261804
keongetsbitches far,1,0.88906467
kerrtheresa moderate wants to bitch slap money so hard,1,0.9027895
keshhh got birches that look like bulldog instead ll,1,0.8777968
kevkid quit a hating you system looking ass bitch,1,0.90034264
kiefferjason bitch what time,1,0.9094291
kiefferjason cjanacek night stop being a bitch and come to the high school you already said yes,1,0.8816618
your such a hero,1,0.90404594
stop giving piggybacks such dirty pictures,1,0.85431576
mothers and children need to be hanged,1,0.89115965
let such a cowardly boy be hanged,1,0.8880455
the animal should be shoepainted,1,0.89722425
my sister is a fucking girl shame on you,1,0.8558709
your donna need to fuck your mon,1,0.91819364
this kiss kiss been brought here alone,0,0.8814392
the people of bangladesh are like dogs,1,0.8895
malayalam is what it is,0,0.8614419
who will judge the qattaliga,0,0.88619727
if i could give you a few weeks to live i d better use your time,0,0.8708557
you understand if you die,0,0.9013095
this little brandy needs a fuck with a bitch,1,0.9223434
gabrielaangela i am always there bitch,1,0.9103111
gallagheremily night in da back,1,0.89043033
getemcraig i hear a he,1,0.9010047
getemcraig i was sleep he where you at,1,0.89000285
getemcraig funny he you gone solo,1,0.9041213
getemcraig ll i will be there in the morning he,1,0.87791693
priceless now fuck u bitch and go suck up cartier,1,0.8770951
xxsarafina hata that he go hard it,1,0.8773483
abartick the bitch in the purple short and anna beats,1,0.8704584
amurda happy birthday bad bitch,1,0.88127244
i have a lot of money to give you,0,0.9250537
i dont want your body i dont want your mind i want my wealth,0,0.84745157
i like to play,0,0.92147857
what do you get,0,0.9429908
when it comes to responsibility the bubo also try to be creative,0,0.8732154
in really excited,0,0.8669745
there will be no more such emotions in my movie,0,0.89171535
hey fucking league,1,0.86969453
the children of the children of the league,0,0.926412
the league is the real fighter,0,0.9158493
not to be confused with,0,0.865133
you should be beaten up to tell lies she a shores bad partner,1,0.8474533
i want a school system without a fucking league,1,0.89064085
disabled persons,0,0.8610407
hell hoes,1,0.910172
hello october you irrelevant bitch you no worries november coming,1,0.87141216
help me speed up the process of fucking your bitchfeel me,1,0.88611907
her hussy clean but she dance dirty,1,0.8790976
her hussy so good like i left something,1,0.857347
her hussy wet i call it fili water,1,0.9011179
here i go welcome to the witty show type ass i see in a video when i fuck nut in you like a silly he,1,0.88454723
animal you will be hanged immediately,0,0.8828949
paponda is a piece of shit,0,0.8678484
that what happens in politics,0,0.877137
in not going to say anything,0,0.9831599
cut it off,0,0.89564574
the game of politics is going on in bangladesh the events of borhanuddin and the assassination of barbara will end here,0,0.862627
the castle,0,0.9179119
i wont watch any more bangladesh games from today,0,0.88611
how many times have you heard the news,0,0.87832195
the right to resign is agreed,0,0.88662845
your not working,0,0.87940055
the devotees of nazmul hasn are,0,0.88283616
its a bit too much dont worry were right there,0,0.85931396
bangladesh is the future of the day,0,0.8806807
that right brother its not right to do like this,0,0.9136132
❤ like me who loves cricket,0,0.8945707
the news,0,0.8860563
these events could destroy bangladesh cricket,0,0.89766484
caymarieee oh bitch but you couldn answer mine when i needed a package delivered to your house  so fuck off,1,0.8643686
caymarieee org bitch go to sleep it was just a coincidence hut,1,0.8927144
cdashray she wearing the same shirt what a bitch,1,0.91603243
ceencrumpets self low down black bitch,1,0.8983444
cross negro please got a job now may,1,0.9118724
cross should told her yeah if i can take you home for hussy ll,1,0.87725353
ceemurda bitch bye you can get it,1,0.90705764
ceemurda bitch is you drunk or ah,1,0.9144271
ceemurda its almost a fucking birthday so act right night,1,0.90698683
